# EMO Database Metadata
# Maintainer: Jingwen Zhang
# Repository: https://github.com/nekoangel118/EMO-Database
# License: MIT
# Metadata Version: 2026.1
# Encoding: UTF-8
# Description:
#   Taxonomy information extracted from EMO taxonomy_info.csv.
# ----------------------------------------------------------------------

Taxon name	Type	ORID	WOD included	AphiaID_of the accepted name	Accepted name	Order	Family	Genus	Species	Identifier	Description	Remarks
Eucythere gravepuncta		122	Y_unaccepted	782949.0	Eucythere (Rotundracythere) gravepuncta (Hornibrook, 1952) Swanson, 1969	Podocopida	Eucytheridae	Eucythere	Eucythere (Rotundracythere) gravepuncta	Hornibrook, 1952	Hornibrook, N. B. (1952). Tertiary and recent marine Ostracoda of New Zealand, their origin affinities and distribution. New Zealand Geological Survey, Paleontological Bulletin. 18: 1-82.	
Eucythere midwayensis		300	N									
Eucythere parapubera		123	Y_unaccepted_superseded original combination	793793.0	Pseudeucythere parapubera (Whatley & Downing, 1984) McKenzie, Reyment & Reyment, 1993	Podocopida	Paradoxostomatidae 	Pseudeucythere 	Pseudeucythere parapubera	Whatley & Downing, 1984	Whatley, R. C.; Downing, S. (1983). Middle Miocene Ostracoda from Victoria, Australia. Revista Espanola de Micropaleontologia. 15 (3), 347-407.	
Eucythere sp.		126	Na_sp.									
Eucythere subovalis 		124	Y_unaccepted_alternative representation	782953.0	Eucythere (Rotundracythere) subovalis (Hornibrook, 1952) Swanson, 1969	Podocopida	Eucytheridae	Eucythere	Eucythere (Rotundracythere) subovalis 	Hornibrook, 1952	Hornibrook, N. B. (1952). Tertiary and recent marine Ostracoda of New Zealand, their origin affinities and distribution. New Zealand Geological Survey, Paleontological Bulletin. 18: 1-82.	
Eucythere sulcocostatula		125	Y	600630.0	Eucythere sulcocostatula (Ayress, 1995)	Podocopida	Eucytheridae	Eucythere	Eucythere sulcocostatula	Ayress, 1995	Ayress, M. A. 1995. Late Eocene Ostracoda from the Waihao district, South Canterbury, New Zealand. Journal of Paleontology, 69, 897-921.	
Eucytherura calabra 		127	Y	461084.0	Eucytherura calabra (Colalongo & Pasini, 1980)	Podocopida	Cytheruridae	Eucytherura	Eucytherura calabra 	Colalongo & Pasini, 1980	Colalongo, M L; Pasini, G. (1980). La ostracofauna plio-pleistocenica della sezione Vrica in Calabria (con considerazioni sul limite Neogene/Quaternario). Bollettino della Societa Paleontologica Italiana, 19 (1), 44-126	
Eucytherura claibornensis		562	Y	782980.0	Eucytherura claibornensis (Stephenson, 1944)	Podocopida	Cytheruridae	Eucytherura	Eucytherura claibornensis	Stephenson, 1944	Stephenson, M. B. (1944). Ostracoda from the Reklaw Eocene of Bastrop County, Texas. Journal of Paleontology. 18: 448-454.	
Eucytherura dentata		635	Y_unaccepted_new combination	803510.0	Eucytherura dentata (Lienenklaus, 1905)	Podocopida	Cytheruridae	Eucytherura	Eucytherura dentata	Lienenklaus, 1905	Lienenklaus, E. (1905). Die Ostracoden des Mainzer Tertiärbeckens. Bericht der Senckenbergischen Naturforschenden Gesellschaft. 1905 (2): 3-74.	
Eucytherura keiji		530	N									
Eucytherura macropora		531	N									
Eucytherura quadropustulata		532	N									
Eucytherura sp.		918/128/129	Na_sp.									
Eucytherura vimali		861	N									
Evisceratocythere glabella		342	Y	783318.0	Evisceratocythere glabella (Apostolescu, 1961) 			Evisceratocythere	Evisceratocythere glabella	Apostolescu, 1966	Apostolescu, V. (1961). Contribution à l´étude paléontologique (Ostracodes) et stratigraphique des bassins Crétacés et tertiaires de l´Afrique occidentale. Revue de l'Institut Francais du Petrole et Annales des Combustibles Liquides. 16 (7-8): 779-867. 	
Flexus erikae		539	N									
gen. et sp. indet. 		433/474/507/547	Na_sp.									
Grinioneis haidingeri		61	Y	784219.0	Grinioneis haidingeri (Reuss, 1850)	Podocopida	Hemicytheridae	Grinioneis	Grinioneis haidingeri	Reuss, 1850	Reuss, A. E. (1850). Die fossilen Entomostraceen des oesterreichischen Tertiaerbeckens. Naturwissenschftliche Abhandlungen. 3: 41-92.	
Grinioneis moosi		90	N									
Gyrocythere indica		894	N									
Hammatocythere oertlii		361	N									
Hanaiborchella opima 		483	N									
Hanaiborchella reticularitriangularis		419/427	N									
Hanaiborchella sp.		428	Na_sp.									
Haplocytheridea heinzelini		604	Y_unaccepted_superseded original combination	778924.0	Cyamocytheridea heinzelini (Keij, 1957)	Podocopida	Cytheridae	Cyamocytheridea	Cyamocytheridea heinzelini 	Keij, 1957	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.	Misspelling genus name
Haplocytheridea perforata		603	N									Misspelling genus name
Haplocytheridea punctatella		605	Y	784442.0	Haplocytheridea punctatella (Bosquet, 1852) Keij, 1957	Podocopida	Cytherideidae	Haplocytheridea	Haplocytheridea punctatella 	Bosquet, 1852	Bosquet, J. (1852). Description des Entomostracés fossiles des terrains tertiaires de la France et de la Belgique. Mémoires Couronnés et Mémoires des Savants Étrangers. 24, 1-142.	Misspelling genus name
Haplocytheridea goochi		227	Y	784397.0	Haplocytheridea goochi (Stephenson, 1942) Blake, 1950	Podocopida	Cytherideidae	Haplocytheridea	Haplocytheridea goochi	Stephenson, 1942	Stephenson, M.B. (1942a) Some Claiborne Eocene Ostracoda of the genus Cytheridea from the Gulf Coast. Journal of Paleontology 16, 105–115.	
Haplocytheridea habropapillosa		549	Y	784401.0	Haplocytheridea habropapillosa (Sutton & Wiliams, 1939) Stephenson, 1944	Podocopida	Cytherideidae	Haplocytheridea	Haplocytheridea habropapillosa	Sutton & Wiliams, 1939	Sutton, A. H.; Williams, J. R. (1939). Ostracoda from the Weches Formation at Smithville, Texas. Journal of Paleontology. 13: 561-574.	
Haplocytheridea lisbonensis		550	Y_unaccepted_superseded combination	812976.0	Phractocytheridea lisbonensis (Stephenson, 1942)			Phractocytheridea	Phractocytheridea lisbonensis	Stephenson, 1942	Stephenson, M.B. (1942a) Some Claiborne Eocene Ostracoda of the genus Cytheridea from the Gulf Coast. Journal of Paleontology 16, 105–115.	
Haplocytheridea montgomeryensis		226	Y	784420.0	Haplocytheridea montgomeryensis (Howe & Chambers, 1935) Stephenson, 1946	Podocopida	Cytherideidae	Haplocytheridea	Haplocytheridea montgomeryensis	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
Haplocytheridea stenzeli		551	Y	784452.0	Haplocytheridea stenzeli (Stephenson, 1942) Stephenson, 1944	Podocopida	Cytherideidae	Haplocytheridea	Haplocytheridea stenzeli	Stephenson, 1942	Stephenson, M.B. (1942a) Some Claiborne Eocene Ostracoda of the genus Cytheridea from the Gulf Coast. Journal of Paleontology 16, 105–115.	
Havanardia ujiiei		460	N									
Hazelina indigena 		517	Y	784526.0	Hazelina indigena (Moos, 1966)	Podocopida	Trachyleberididae	Hazelina	Hazelina indigena	Moos, 1966	Moos, B. (1966). Die Ostracoden-Fauna des Unteroligozaens von Buende (Bl. Herfod- West, 3817) und einige verwandte Arten aus verschiedenden Tertiaerstufen (Ostr., Crust. II. Trachyleberidea Bowen 1953, Hazelina n. gen. Geologisches Jahrbuch. 84: 281-298.	
Hemicythere munida		130	Y_unaccepted_superseded combination	461376.0	Aurila munida (Swanson, 1979)	Podocopida	Hemicytheridae	Aurila	Aurila munida 	Swanson, 1979	Swanson, K. M. (1979). The marine fauna of New Zealand: ostracods of the Otago Shelf. New Zealand Oceanographic Institute Memoir No. 78: 1-56.	
Hemicythere sahnii		964/728/857	Y_unaccepted_new combination	813112.0	Hemicythere sahnii (Tewari & Tandon, 1960)	Podocopida	Hemicytheridae	Hemicythere	Hemicythere sahnii	Tewari & Tandon, 1960	Tewari, B S; Tandon, K K. (1960). Kutch-microfauna - Lower Tertiary Ostracoda. Proceedings of the National Institute of Sciences of India Sec.B, 26 (4), 147-167.	No accepted name
Hemicytherura gravis		131	Y	461115.0	Hemicytherura gravis (Hornibrook, 1952)	Podocopida	Cytheruridae	Hemicytherura	Hemicytherura gravis	Hornibrook, 1952	Hornibrook, N. B. (1952). Tertiary and recent marine Ostracoda of New Zealand, their origin affinities and distribution. New Zealand Geological Survey, Paleontological Bulletin. 18: 1-82.	
Henryhowella asperrima		376	Y	421389.0	Henryhowella asperrima (Reuss, 1850)	Podocopida	Thaerocytheridae 	Henryhowella	Henryhowella asperrima	Reuss, 1850	Reuss, A. E. (1850). Die fossilen Entomostraceen des oesterreichischen Tertiaerbeckens. Naturwissenschftliche Abhandlungen. 3: 41-92.	
Henryhowella florienensis		808	Y_unaccepted_superseded combination	772382.0	Acanthocythereis florienensis (Howe & Chambers, 1935)	Podocopida	Thaerocytheridae 	Acanthocythereis	Acanthocythereis florienensis 	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
Henryhowella sp. 		499	Na_sp.									
Hermanites briggsi		132	Y	461549.0	Hermanites briggsi (Swanson, 1979)	Podocopida	Thaerocytheridae 	Hermanites 	Hermanites briggsi	Swanson, 1979	Swanson, K. M. (1979). The marine fauna of New Zealand: ostracods of the Otago Shelf. New Zealand Oceanographic Institute Memoir No. 78: 1-56.	
Hermanites dohmi		814	Y	785144.0	Hermanites dohmi (Howe & Chambers, 1935) Krutak, 1961	Podocopida	Thaerocytheridae 	Hermanites 	Hermanites dohmi 	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
Hermanites goeli		847	Y	785153.0	Hermanites goeli Khosla, 1973	Podocopida	Thaerocytheridae 	Hermanites 	Hermanites goeli	Khosla, 1973	Khosla, S.C. (1972). Ostracodes from the Eocene beds of Rajasthan, India. Micropaleontology. 18(4):476-507.	
Hermanites hysonensis		813	Y	785164.0	Hermanites hysonensis (Howe & Chambers, 1935) Krutak, 1961	Podocopida	Thaerocytheridae 	Hermanites 	Hermanites hysonensis	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
Hermanites indica 		962	N									
Hermanites mathuri		848	Y	785174.0	Hermanites mathuri (Khosla, 1973)	Podocopida	Thaerocytheridae 	Hermanites 	Hermanites mathuri 	Khosla, 1973	Khosla, S.C. (1972). Ostracodes from the Eocene beds of Rajasthan, India. Micropaleontology. 18(4):476-507.	
Hermanites memorans memorans		525	N									
Hermanites paijenborchiana		622	Y_unaccepted_misspelling, new combination	784224.0	Grinioneis paijenborchiana (Keij, 1957) Malz & Jellinek, 1984	Podocopida	Hemicytheridae	Grinioneis	Grinioneis paijenborchiana	Keij, 1957	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.	
Hermanites paijenborchianus Keij		261	N									Misspelling or subspecies?
Hermanites percultus		401	Y	785186.0	Hermanites percultus (Ahmad, Neale & Siddiqui, 1991)	Podocopida	Thaerocytheridae 	Hermanites 	Hermanites percultus	Ahmad, Neale & Siddiqui, 1991	Ahmad, M.; Neale, J. W.; Siddiqui, Q. A. (1991). Tertiary Ostracoda from the Lindi area, Tanzania. Bulletin of the British Museum (Natural History) Geology. 46: 175-270.	
Hermanites scopus		895	Y	785207.0	Hermanites scopus (Siddiqui, 1971)	Podocopida	Thaerocytheridae 	Hermanites 	Hermanites scopus	Siddiqui, 1971	Siddiqui, Q.A. (1971a) Early Tertiary Ostracoda of the family Trachyleberididae from West Pakistan. Bulletin of the British Museum (Natural History).Geology Suppl. 9, 1–98.	
Hermanites siddiquii		729/875/896	N									
Hermanites sp. 		402	Na_sp.									
Hirsutocythere horrescens		364	Y_unaccepted_superseded combination	804173.0	Hirsutocythere horrescens (Bosquet, 1852) Keij, 1957	Podocopida	Trachyleberididae	Hirsutocythere	Hirsutocythere horrescens	Bosquet, 1852	Bosquet, J. (1852). Description des Entomostracés fossiles des terrains tertiaires de la France et de la Belgique. Mémoires Couronnés et Mémoires des Savants Étrangers. 24, 1-142	No accepted name
Hornibrookella arcana		897	N									
Hornibrookella kachchhensis		876	N									
Hornibrookella moosae		928	N									
Hornibrookella ramaniaensis 		877/731	N									
Hornibrookella sp. 		504	Na_sp.									
Hornibrookella subquadra		333/885	N									
Isohabrocythere teiskotensis		654	Y	785923.0	Isohabrocythere teiskotensis (Apostolescu, 1961)	Podocopida	Cytherideidae	Isohabrocythere	Isohabrocythere teiskotensis	Apostolescu, 1961	Apostolescu, V. (1961). Contribution à l´étude paléontologique (Ostracodes) et stratigraphique des bassins Crétacés et tertiaires de l´Afrique occidentale. Revue de l'Institut Francais du Petrole et Annales des Combustibles Liquides. 16 (7-8): 779-867.	
Jacobella sp.		133	Na_sp.									
Jugosocythereis nishi		466	N									
Jugosocythereis sp.		944	Na_sp.									
Kangarina radiata		134	Y	461158.0	Kangarina radiata (Hornibrook, 1952)	Podocopida	Cytheruridae	Kangarina 	Kangarina radiata	Hornibrook, 1952	Hornibrook, N. B. (1952). Tertiary and recent marine Ostracoda of New Zealand, their origin affinities and distribution. New Zealand Geological Survey, Paleontological Bulletin. 18: 1-82.	
Kingmaina sp. 		414	Na_sp.									
Konarocythere spurgeonae		798	Y	786872.0	Konarocythere spurgeonae (Howe & Chambers, 1935) Krutak, 1961	Podocopida	Cytheruridae	Konarocythere	Konarocythere spurgeonae	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
Krithe autochthona 		961	Y_unaccepted_superseded combination	781914.0	Dentokrithe autochthona (Luebimova & Guha, 1960)	Podocopida	Krithidae	Dentokrithe 	Dentokrithe autochthona 	Luebimova & Guha, 1960		Lack of original description
Krithe bartonensis		28/37/48/200/608/832	Y_unaccepted_superseded combination	797171.0	Thracella bartonensis (Jones, 1857)	Podocopida	Krithidae	Thracella 	Thracella bartonensis 	Jones, 1857	Jones, T. R. (1857). A monograph of the tertiary Entomostraca of England. Monograph of the Palaeontographical Society London. 9: 1-68.	
Krithe benjaminii		911	N									
Krithe cancuenensis		833	Y	786947.0	Krithe cancuenensis (Bold, 1946)	Podocopida	Krithidae	Krithe	Krithe cancuenensis	Bold, 1946	Bold, W.A. (1946). Contribution to the study of Ostracoda with special reference to the Tertiary and Cretaceous microfauna of the Caribbean region. J. H. De Bussy (Ed.), Amsterdam, 167p.	
Krithe echolsa		673/11	Y	786958.0	Krithe echolsae (Esker, 1968)	Podocopida	Krithidae	Krithe	Krithe echolsae 	Esker, 1968	Esker III, G. (1968). Danian ostracodes from Tunisia. Micropaleontology. 14(3):319-333.	
Krithe indica		834	Y_unaccepted_superseded combination	781915.0	Dentokrithe indica (Tewari & Tandon, 1960)	Podocopida	Krithidae	Dentokrithe	Dentokrithe indica 	Tewari & Tandon, 1960	Tewari, B S; Tandon, K K. (1960). Kutch-microfauna - Lower Tertiary Ostracoda. Proceedings of the National Institute of Sciences of India Sec.B, 26 (4), 147-167.	
Krithe oryza		764/765	Y	786998.0	Krithe oryza (Neale & Singh, 1985)	Podocopida	Krithidae	Krithe	Krithe oryza	Neale & Singh, 1985	John w. neale and Pratap singh. (1985). Ostracoda From The Middle Eocene Of Assam. Paleontology. Vol.28, Part 2, 1985, pp. 355-385, pls. 40-46.	
Krithe perattica		305	Y	787004.0	Krithe perattica (Alexander, 1934)	Podocopida	Krithidae	Krithe	Krithe perattica	Alexander, 1934	Alexander, C.I. (1934). Ostracoda of the Midway (Eocene) of Texas. Journal of Paleontology. 8:206-237.	
Krithe rutoti		609	Y_unaccepted_superseded combination	797172.0	Thracella rutoti (Keij, 1957)	Podocopida	Krithidae	Thracella	Thracella rutoti 	Keij, 1957	Keij, A.J. (1957). Eocene and Oligocene Ostracoda of Belgium. Institut Royal des Sciences Naturelles de Belgique—Mémoire. 136:1-210.	
Krithe solomoni		910	Y	787020.0	Krithe solomoni (Honigstein, 1984)	Podocopida	Krithidae	Krithe	Krithe solomoni 	Honigstein, 1984	Honigstein, A. (1984). Senonian ostracodes from Israel. Geological Survey of Israel. Bulletin. 78:1-48.	
Krithe sp.		136/272/492/817/954/321/322/323/324/325/373	Na_sp.									
Kuiperiana lindsayi		135	N									
Kuiperiana sp. 		506	Y	422845.0	Kuiperiana (Bassiouni, 1962)	Podocopida	Loxoconchidae	Kuiperiana 		Bassiouni, 1962	Bassiouni, M. A. (1962). Ostracoden aus dem Mittelmiozaen in NW-Deutschland. Roemeriana. 3: 1-123. 	
Laperousecythere sp.		420	Y	459695.0	Laperousecythere (Brouwers, 1993)	Podocopida	Hemicytheridae	Laperousecythere		Brouwers, 1993	Brouwers, E. M. (1993). Systematic paleontology of Quaternary ostracode assemblages from the Gulf of Alaska, Part 2: Families Trachyleberididae, Hemicytheridae, Loxochonchidae, Paracyherideidae. US Geological Survey Professional Paper 1531. 40(11)	
Leguminocythereis africana		264	N									
Leguminocythereis decipiens		520	N									
Leguminocythereis hassani		938	Y	787257.0	Leguminocythereis hassani (Khalifa & Cronin, 1980)	Podocopida	Trachyleberididae	Leguminocythereis	Leguminocythereis hassani 	Khalifa & Cronin, 1980	Cronin, T M; Khalifa, H. (1980). Middle and Late Eocene Ostracoda from Gebel El Mereir, Nile Valley, Egypt. Micropaleontology, 25 (4), 397-411	
Leguminocythereis lunejensis		849	Y	787275.0	Leguminocythereis lunejensis (Guha, 1967)  	Podocopida	Trachyleberididae	Leguminocythereis	Leguminocythereis lunejensis	Guha, 1967	Guha, D.K. (1967a) Ostracoda from Oligocene subcrops of Camby, Western India. Bulletin of the Oil and Natural Gas Comission 4, 17–22.	
Leguminocythereis oertli		35/71	N		 							
Leguminocythereis sadeki		30/36/65	Y	787295.0	Leguminocythereis sadeki (Bassiouni, 1969)	Podocopida	Trachyleberididae	Leguminocythereis	Leguminocythereis sadeki	Bassiouni, 1969	Bassiouni, M.A. (1969b) Ostracoden aus dem Eozaen von aegypten. 2. Die Unterfamilien Hemicytherinae, Thaerocytherinae und Campylocytherinae. Geologisches Jahrbuch 88, 203–234.	
Leguminocythereis scrobiculata		626	N									
Leguminocythereis senegalensis		349	Y	787297.0	Leguminocythereis senegalensis (Apostolescu, 1961)	Podocopida	Trachyleberididae	Leguminocythereis	Leguminocythereis senegalensis	Apostolescu, 1961	Apostolescu, V. (1961). Contribution à l´étude paléontologique (Ostracodes) et stratigraphique des bassins Crétacés et tertiaires de l´Afrique occidentale. Revue de l'Institut Francais du Petrole et Annales des Combustibles Liquides. 16 (7-8): 779-867.	
Leguminocythereis sp.		362	Na_sp.									
Leguminocythereis striatopunctata		202/627	N									
Leguminocythereis ventromarginata		628	Y	787307.0	Leguminocythereis ventromarginata (Scheremeta, 1969)	Podocopida	Trachyleberididae	Leguminocythereis	Leguminocythereis ventromarginata	Scheremeta, 1969	Scheremeta, V. G. (1969). The Paleogene ostracods of the Ukraine. Lvovskogo Univ.,Geol.	
Leptocythere sp. 		421	Na_sp.									
Limburgina quadrazea		137	Y	600639.0	Limburgina quadrazea (Hornibrook, 1952)	Podocopida	Trachyleberididae	Limburgina 	Limburgina quadrazea	Hornibrook, 1952	Hornibrook, N. B. (1952). Tertiary and recent marine Ostracoda of New Zealand, their origin affinities and distribution. New Zealand Geological Survey, Paleontological Bulletin. 18: 1-82.	
Loxoconcha bassionii		56	N									
Loxoconcha chamfera diverta		748	N		 							
Loxoconcha claibornensis		742	N									
Loxoconcha cocoaensis		793	Y	788097.0	Loxoconcha cocoaensis (Krutak, 1961)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha cocoaensis	Krutak, 1961	Krutak, P.R. (1961a) Jackson Eocene Ostracoda from the Cocoa Sand of Alabama. Journal of Paleontology 35, 769–788.	
Loxoconcha concentrica		794	Y	814913.0	Loxoconcha concentrica (Krutak, 1961)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha concentrica	Krutak, 1961	Krutak, P.R. (1961a) Jackson Eocene Ostracoda from the Cocoa Sand of Alabama. Journal of Paleontology 35, 769–788.	
Loxoconcha corrugata 		302	N									
Loxoconcha creolensis		795	Y	788106.0	Loxoconcha creolensis (Howe & Chambers, 1935)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha creolensis	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
Loxoconcha delicata		563	Y	788118.0	Loxoconcha delicata (Sutton & Wiliams, 1939) Stephenson, 1944	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha delicata 	Sutton & Wiliams, 1939	Sutton, A. H.; Williams, J. R. (1939). Ostracoda from the Weches Formation at Smithville, Texas. Journal of Paleontology. 13: 561-574.	
Loxoconcha edwarsi		745	N									
Loxoconcha howei		747	N									
Loxoconcha jacksonensis		796	Y	788186.0	Loxoconcha jacksonensis (Howe & Chambers, 1935)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha jacksonensis	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
Loxoconcha lisbonensis		741	N									
Loxoconcha loculus		404	Y	788406.0	Loxoconcha (Myrena) loculus (Ahmad, Neale & Siddiqui, 1991)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha (Myrena) loculus	Ahmad, Neale & Siddiqui, 1991	Ahmad, M.; Neale, J. W.; Siddiqui, Q. A. (1991). Tertiary Ostracoda from the Lindi area, Tanzania. Bulletin of the British Museum (Natural History) Geology. 46: 175-270.	
Loxoconcha mcbeanensis		746	N									
Loxoconcha nuda		303	N									
Loxoconcha perdecora		301	Y	788264.0	Loxoconcha perdecora (Alexander, 1934)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha perdecora	Alexander, 1934	Alexander, C.I. (1934). Ostracoda of the Midway (Eocene) of Texas. Journal of Paleontology. 8:206-237.	
Loxoconcha prava		304	Y	788277.0	Loxoconcha prava (Alexander, 1934)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha prava 	Alexander, 1934	Alexander, C.I. (1934). Ostracoda of the Midway (Eocene) of Texas. Journal of Paleontology. 8:206-237.	
Loxoconcha psedopunctatella		271/26	Y	788284.0	Loxoconcha pseudopunctatella (Cronin & Khalifa, 1980)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha pseudopunctatella	Cronin & Khalifa, 1980	Cronin, T M; Khalifa, H. (1980). Middle and Late Eocene Ostracoda from Gebel El Mereir, Nile Valley, Egypt. Micropaleontology, 25 (4), 397-411	
Loxoconcha punctata		138	Y	461977.0	Loxoconcha punctata (Thomson, 1879)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha punctata	Thomson, 1879	Thomson, G.M. (1879). On the New Zealand Entomostraca. Transactions and Proceedings of the New Zealand Institute. 11: 251-263, pl. 11.	
Loxoconcha punctatella		49	Y	461979.0	Loxoconcha punctatella (Reuss, 1850)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha punctatella	Reuss, 1850	Reuss, A. E. (1850). Die fossilen Entomostraceen des oesterreichischen Tertiaerbeckens. Naturwissenschftliche Abhandlungen. 3: 41-92.	
Loxoconcha sp.		632/771	Na_sp.									
Loxoconcha stavensis		243	Y	788327.0	Loxoconcha stavensis (Blake, 1950)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha stavensis	Blake, 1950	Blake, D.B. (1950) Gosport Eocene Ostracoda from Little Stave Creek, Alabama. Journal of Paleontology 24, 174–184.	
Loxoconcha surreala		744	N									
Loxoconcha unispinosa		743	N									
Loxoconcha vetustopunctatella		38/72	N									
Loxoconcha watervalleyensis		797	Y	788385.0	Loxoconcha watervalleyensis (Krutak, 1961)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha watervalleyensis	Krutak, 1961	Krutak, P.R. (1961a) Jackson Eocene Ostracoda from the Cocoa Sand of Alabama. Journal of Paleontology 35, 769–788.	
Loxoconchid sp.		546	Na_sp.									missspelling?
Loxocorniculum bensoni		878	Y	788420.0	Loxocorniculum bensoni (Khosla & Pant, 1989) 	Podocopida	Loxoconchidae	Loxoconcha	Loxocorniculum bensoni	Khosla & Pant, 1989	Khosla, S C; Pant, P C. (1989). Ostracoda from the Eocene and Oligocene beds of Kachchh, Gujarat. Part 2 - families Cytheridae, Hemicytheridae, Loxoconchidae, Paracytherideidae, Xestoleberididae and Candonidae. Indian Journal of Earth Sciences. 16 (1), 1-10.	
Loxoxoncha clarkensis		244	Y	788093.0	Loxoconcha clarkensis (Blake, 1950)	Podocopida	Loxoconchidae	Loxoconcha	Loxoconcha clarkensis 	Blake, 1950	Blake, D.B. (1950) Gosport Eocene Ostracoda from Little Stave Creek, Alabama. Journal of Paleontology 24, 174–184.	
Macrocyprinid sp.		816	Na_sp.									missspelling?
Macrocypris prima		599	Y	788546.0	Macrocypris prima (Mehes, 1936)	Podocopida	Loxoconchidae	Loxoconcha	Macrocypris prima	Mehes, 1936	Mehes, G. (1936a) Die eozänen Ostracoden der Umgebung von Budapest. Geologica Hungarica, Series Palaeontologica 12, 1–64.	
Macroscapha sp.		139	Y	390999.0	Macroscapha Maddocks, 1990							
Maddocksella argilloecia formis		140	N									
Maddocksella sp.		496	Na_sp.									
Majungaella antarctica 		502	Y	599883.0	Majungaella antarctica (Szczechura, 2001）	Podocopida	Progonocytheridae	Majungaella	Majungaella antarctica	Szczechura, 2001	Szczechura, J. (2001). Ostracods from the Eocene of Seymour Island, Antarctic Peninsula. Palaeontologia Polonica. 60: 157-181.	
Martinicythere praesamalutensis		680	Y	788797.0	Martinicythere praesamalutensis (Bassiouni & Luger, 1990)	Podocopida	Thaerocytheridae	Martinicythere	Martinicythere praesamalutensis	Bassiouni & Luger, 1990		
Martinicythere samalutensis		263	Y	788798.0	Martinicythere samalutensis (Bassiouni, 1969)	Podocopida	Thaerocytheridae	Martinicythere	Martinicythere samalutensis	Bassiouni, 1969		
Martinicythere samalutensis dorsocosta		681	N									
Martinicythere spinifera		524	Y	788799.0	Martinicythere spinifera (Pietrzeniuk, 1969)	Podocopida	Thaerocytheridae	Martinicythere	Martinicythere spinifera	Pietrzeniuk, 1969	Pietrzeniuk, E. (1969). Taxonomische und biostratigraphische Unstersuchungen an Ostracoden des Eozän 5 im Norden der Deutschen Demokratischen Republik. Palaeontologische Abhandlungen, Abteilung A (Palaeozoologie). 4 (1): 1-162.	
Martinicytherei samalutensis samalutensis		682	N									
Marwickcythereis marwicki		141	Y	598942.0	Marwickcythereis marwicki (Hornibrook, 1952)	Podocopida	Thaerocytheridae	Martinicythere	Marwickcythereis marwicki	Hornibrook, 1952	Hornibrook, N. B. (1952). Tertiary and recent marine Ostracoda of New Zealand, their origin affinities and distribution. New Zealand Geological Survey, Paleontological Bulletin. 18: 1-82.	
Mauritsina coronata		683/925	N									
Mauritsina jordanica israeliana		924	N									
Mauritsina jordanica nodoreticulata		684/923	N									
Megommatocythere denticulata 		931/685	N									
Megommatocythere praecursor		686	N									
Microcytherura sp.		533/142/143	Na_sp.									
Microloxoconcha sp.		144	Na_sp.									
Monoceratina alexanderi		245	Y	789397.0	Monoceratina alexanderi (Howe & Chambers, 1935) 	Podocopida	Bythocytheridae 	Monoceratina	Monoceratina alexanderi	Howe & Chambers, 1935	Howe, H.V. & Chambers, J. (1935). Louisiana Jackson Eocene Ostracoda. Louisiana Geological Survey Geological Bulletin. 5:1-65.	
