# EMO Database Metadata
# Maintainer: Jingwen Zhang
# Repository: https://github.com/nekoangel118/EMO-Database
# License: MIT
# Metadata Version: 2026.1
# Encoding: UTF-8
# Description:
#   Occurrence records extracted from EMO occurrence_record.csv.
# ----------------------------------------------------------------------

ORID	Accepted Name	Superorder	Order	Suborder	Superfamily	Family	Subfamily	Tribe	Genus	Subgenus	Taxon name	Identifier	Synonym	Image	Type locality and horizon & Stratigraphical range	Description	Diagnosis	Remarks	Ecology	Dimensions(L*W*H)	Location	Sample site	Latitude(N>0)	Longitude(E>0)	Group	Formation	Member	Epoch	Epoch subdivision	Stage	Min Age (Ma)	Max Age (Ma)	Depositional Environment	Lithology	Specimen	Source File	Remarks.1
719											Bairdia indica 	Tewari and Tandon, 1960	"Tewari and Tandon, 1960, pp. 148-149, text-fig. 1, figs. 1a-b.
Neonesidea indica (Tewari and Tandon). - Khosla and Pant, 1988, p. 332."								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
720											Schizocythere gujeratensis 	Guha, 1968	Guha, 1968, p. 84, pl. 1, figs.11-14, 16, 20.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
721											Paijenborchella trisulcata	Khosla and Haskin, 1980	Mandelstam in Rozieva, 1962, p. 82, pl. 24, figs. 4a-b.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
722											Dentokrithe indica 	Tewari and Tandon	Khosla and Haskin, 1980, p. 214, pl.1, figs. 14-19.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
723											Schizoptocythere ventrocosa 	Siddiqui and Al-Furaih, 1981	Siddiqui and Al-Furaih, 1981, pp. 888-889, figs. 5-6.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
724											Occultocythereis indistincta 	Siddiqui, 1971	Siddiqui, 1971, pp. 53-54, pl. 27, figs. 13-15; pl. 28, figs. 1-4.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
725											Occultocythereis peristicta. 	Siddiqui, 1971	Siddiqui, 1971, pp. 50-53, pl. 25, figs. 13-17; pl. 26; pl. 27, figs. 1-2.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
726											Acanthocythereis bhujensis	Tewari and Tandon	Guha, 1968, p. 155, figs. 22, 25, 28.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
727											Alocopocythere transcendens 	Siddiqui, 1971	Siddiqui, 1971, pp. 14-15, pl.1, figs. 4, 5, 8, 9; pl, 2, figs. 1-4, 6,7.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
728											Hemicythere sahnii 	Tewari and Tandon, 1960	"Tewari and Tandon, 1960, p. 157, text-fig. 4, figs. 1a-d. 
Echinocythereis (Scelidocythereis) sahnii (Tewari and Tandon), Khosla and Pant, 1988, p. 332."								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
729											Hermanites siddiquii	Khosla and Pant, 1989	Khosla and Pant, 1989, pp. 4-5, fig. 2 A-B.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
730											Cythereis arcana 	Guha and Mohan, 1960	"Lubimova and Guha, in Lubimova, Guha and Mohan, 1960, p. 33, pl. 3, figs. 1a-b. 
Hornibrookella arcana (Lubimova and Guha). Khosla and Pant, 1988, p. 332."								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
731											Hornibrookella ramaniaensis cf. 	Khosla and Pant, 1989	Khosla and Pant, 1989, pp. 6-7, fig. 2 E-H.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
732											Cytheropteron kutchensis 	Guha, 1968	Guha, 1968, p. 87, pl. 1, figs. 17, 18, 21, 23, 26.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
733											Uroleberis kutchensis 	Guha, 1968	Guha, 1968, p. 87, pl. 1, figs. 4, 8, 12.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
734											Uroleberis sohni 	Khosla and Pant, 1989	Khosla and Pant, 1989, pp. 8-9, fig. 3 E.								the Tadkeshwar lignite mine, Cambay, Gujarat, India		21.37	73.07				Eocene	Middle				shallow marine environment with a regular influx of freshwater (brackish?), probably representing an estuary or a protected bay with mangrove vegetation.	the Nummulitic marl/limestone 		Nagori et al_2013_Middle Eocene Ostracoda from the Tadkeshwar Lignite Mine, Cambay Basin, Gujarat	
735				Podocopa		Cytheridae			Cytheropteron		Cytheropteron lisbonense	Martin, 1939		Plate 22, figures 1-3	Claiborne group, Eocene. Type locality, Loc. no. 2, Lisbon formation, Claiborne, Ala.	Carapace minute, in side view elongate, subovate; dorsal margin strongly and evenly arched, ventral margin gently arched convexly; anterior end moderately broad, evenly arched; posterior end tapering, produced to form a short caudal process, curved slightly dorsally. Greatest length slightly ventral of center and greatest width slightly anterior of center. Carapace strongly convex, ala not greatly produced, forming a sharp ridge almost parallel to the ventral margin. Surface ornamentation consists of five ridges, posterior of center, curving postero-dorsally across carapace from ala, which are connected by short transverse ridges, with oblong depressions between them. Valves subequal, left only slightly larger than right. Viewed from the interior, the valves are moderately deep, flanked by a fairly broad marginal area. Line of concrescence coincides with inner margin except at anterior and posterior ends where the difference is about one third the width of the marginal area. Radial pore canals, occurring on both the anterior and posterior marginal areas, are few and widely spaced. The muscle-scar pattern consists of four oval scars in a vertical row, in front of which is a single oval scar. Hinge in right valve consists of a depressed crenulate area just below and parallel to the dorsal margin, flanked at both anterior and posterior ends by raised teeth bearing two or three cusps. In the left valve a corresponding crenulate bar occurs just below the dorsal margin, at either end of which is a depressed crenulate socket.		The surface ornamentation of C. lisbonense makes it very distinctive. Though widespread laterally, specimens of this species are not very common.		"0.42*NA*0.24(RV);
NA*0.24*NA(Carapase)"	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Martin_1939_Claiborne Eocene Species of the Ostracode Genus Cytheropteron	Fossil materials from other studies
736				Podocopa		Cytheridae			Cytheropteron		Cytheropteron spinosum	Martin, 1939		Plate 22, figures 4-6	Claiborne group, Eocene. Type locality, Loc. no. 28, Cook Mountain formation, Winn Parish, Louisiana.	Carapace minute, in side view elongate, ovate; dorsal margin strongly arched, greatest width anterior of middle; ventral margin arched convexly, obscured in central portion by ala; anterior end moderately broad, bluntly rounded; posterior end tapering, produced in a short caudal process, curved dorsally. Carapace strongly convex, ala strongly produced, tapering distally, and bluntly rounded. Upper surface of ala marked by furrows parallel to the posterior edge of the ala, which continue across the carapace halfway to the dorsal margin. Valves almost equal, left only slightly larger than right. Viewed from the interior the valves are fairly deep, flanked by a fairly broad marginal area especially on the anterior end. Line of concrescence coincides with inner margin, except on anterior and posterior ends where it departs slightly. Radial pore canals few and widely spaced. Hinge on right valve consists of a depressed crenulate area just below dorsal margin, flanked on both the anterior and posterior ends by a crenulate tooth with two or three cusps. The left valve hinge consists of a crenulate bar just below the dorsal margin, flanked both anteriorly and posteriorly by crenulate sockets into which fit the teeth of the right valve.		C. spinosum resembles C. aligerum Alexander (1934) but lacks its surface markings and has heavier and wider ala. It also resembles C. alatum Sars (1926) but has a heavier and blunter ala. Also its surface marking are different. C. alatum is much larger than C. spinosum. C. crassipinatum Brady and Norman (1892) resembles C. spinosum but has less well developed ala. C. spinosum is common and fairly well distributed throughout the Clairborne localities.		"0.44*NA*0.30(RV);
NA*0.36*NA(Carapase)"	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Martin_1939_Claiborne Eocene Species of the Ostracode Genus Cytheropteron	Fossil materials from other studies
737				Podocopa		Cytheridae			Cytheropteron		Cytheropteron variosum	Martin, 1939		Plate 22, figures 7-9	Claiborne group, Eocene. Type locality, Loc. no. 28, Cook Mountain formation, Winn Parish, Louisiana.	Carapace minute, in side view elongate, ovate; dorsal margin strongly and evenly arched, ventral margin gently arched convexly; anterior end moderately broad, arched; posterior end bluntly pointed, produced into short caudal process. Greatest length ventral of center, greatest width slightly anterior of center.Carapace strongly convex, ala not greatly produced, but forming a rather sharp ridge almost parallel to and just over the ventral margin. Surface ornamentation varies. Some forms have fairly well pronounced elongate depressions running dorsally in rows from the ala almost to the dorsal margin. In some forms the depressions are not so well developed, and in others are entirely lacking, the surface being smooth. Valves subequal, left only slightly larger than right. Viewed from the interior, the valves are moderately deep flanked by a fairly broad marginal area. Inner margin coincides with line of concrescence except at anterior and posterior ends where the inner margin is slightly within the line of concrescence. Radial pore canals few and widely spaced. Hinge in right valve consists of a depressed crenulate area just below the dorsal margin, flanked at both anterior and posterior ends by a crenulate tooth bearing two or three cusps. In left valve, hinge consists of a crenulate bar just below the dorsal margin, flanked both anteriorly and posteriorly by crenulate sockets into which fit the crenulate teeth of the right valve.		C. variosum resembles the genotype, C. latissimum (Norman, 1892), but differs in having less well developed ornamentation and ala, and in being decidedly smaller than C. latissimum. The smooth forms of C. variosum resemble C. subcircinatum Sars (1926) but are smaller and have a more well-developed ala. C. variosum also resembles C. lisbonense Martin but possesses decidedly different surface ornamentation. C. variosum is the most common Claiborne species, occurring in almost every locality.		"0.41*NA*0.24(LV);
NA*0.28*NA(Carapase)"	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Martin_1939_Claiborne Eocene Species of the Ostracode Genus Cytheropteron	Fossil materials from other studies
738				Podocopa		Cytheridae			Cytheropteron		Cytheropteron proboscense	Martin, 1939		Plate 22, figures 10-12	Claiborne group, Eocene. Type locality, Loc. no. 25, Cook Mountain formation, Winn Parish, Louisiana.	Carapace minute, in side view ovate; dorsal margin strongly arched; ventral margin gently arched convexly, obscured posterior of the center by the overhang of the ala; anterior end moderately broad, evenly arched; posterior end bluntly pointed. Greatest length slightly ventral of the center; greatest width slightly anterior of the center. Carapace strongly convex, ala produced to formn a high curved ridge, recurved at the posterior end to form a beak. Surface ornamentation consists of two or three elongate grooves just dorsal of the ala; otherwise the surface is smooth. Viewed from the interior, the valves are moderately deep, flanked by a fairly broad marginal area. Line of concrescence coincides with inner margin except at anterior end where it departs slightly. Hinge in right valve consists of a depressed crenulate area just below the dorsal margin, flanked on both anterior and posterior ends by a raised crenulate tooth bearing two or three cusps. Hinge on left valve consists of a crenulate bar just below the dorsal margin, flanked on both anterior and posterior ends by depressed crenulate sockets into which fit crenulate teeth of the right valve.		The shape of the ala makes C. proboscense distinctive. It is fairly rare in the Claiborne, being found in only four localities.		0.37*NA*0.24(RV);	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Martin_1939_Claiborne Eocene Species of the Ostracode Genus Cytheropteron	Fossil materials from other studies
739				Podocopa		Cytheridae			Cytheropteron		CYtheropteron incertum	Martin, 1939		Plate 22, figures 13-15	Claiborne group, Eocene. Type locality, Loc. no. 25, Cook Mountain formation, Winn Parish, Louisiana.	Carapace minute, in side view elongate, subovate; dorsal margin slightly arched; ventral margin almost straight, obscured for most of its length by the ala; anterior end broadly and evenly rounded; posterior end drawn out into an elongate caudal process curved slightly dorsally. Carapace convex with slight constriction just anterior of the middle. Ala developed into a sharp ridge, which is almost parallel to the ventral margin, overhanging it for a good distance; surface of carapace without other ornamentation. Valves subequal, left only slightly larger than right. Viewed from the interior, the valve is moderately deep, flanked by a fairly wide marginal area. Hinge in right valve consists of a depressed crenulate area just below the dorsal margin, flanked on both anterior and posterior ends by a single raised crenulate tooth bearing two or three cusps.		C. incertum resembles greatly Cytherura wailesi Howe and Law (1936) but possesses a definite Cytheropteron type of hinge. It is very rare in the Claiborne, being found in but two localities.		"0.45*NA*0.21(RV);
NA*0.30*NA(Carapase)"	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Martin_1939_Claiborne Eocene Species of the Ostracode Genus Cytheropteron	Fossil materials from other studies
740				Podocopa		Cytheridae			Cytheropteron		CYtheropteron fragillissimum	Martin, 1939		Plate 22, figures 16-18	Claiborne group, Eocene. Type locality, Loc. no. 25, Cook Mountain formation, Winn Parish, Louisiana.	Carapace minute, elongate, subovate, greatest width anterior of center; dorsal margin arched, tapering off at posterior; ventral margin arched convexly; anterior end rounded; posterior end tapering, produced in a caudal process. Carapace slightly convex; ala greatly produced, spinelike, fragile, arched slightly to the posterior, tapering to a point; no other surface ornamentation. Viewed from the interior the valve is shallow, flanked by a fairly broad marginal area. Line of concrescence coincides with inner margin except at anterior end, where they depart slightly. Hinge line on left valve consists of an anterior knob a slight distance below the dorsal margin; directly behind it is a bar whose distance from the dorsal margin decreases posteriorly until they are adjacent; a small depressed area occurs just under the dorsal margin at the posterior end of the bar.		C.? fragillissimum probably represents a new genus, for its hinge line differs greatly from that of Cytheropteron and resembles no other genus yet described. C.? fragillissimum is common at the type locality but its fragility makes it almost impossible to obtain complete specimens. It is therefore inadvisable at present to attempt separation from Cytheropteron. It has been found only at the type locality.		0.38*NA*0.25(LV)	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Martin_1939_Claiborne Eocene Species of the Ostracode Genus Cytheropteron	Fossil materials from other studies
741				Podocopa		Cytheridae			Loxoconcha		Loxoconcha  lisbonensis	Murray, 1938		Plate 68, figures 1, 13	Type locality, Lisbon formation, Coffeeville, Ala., H. V. Howe, collector.	Carapace small, in dorsal view somewhat lens-shaped, compressed slightly toward anterior end, subovate when viewed laterally, thickest posterior to the middle. Dorsal margin straight, sloping abruptly to a very blunt posterior caudal spine. Posterior end sub-angular. Postero-ventral margin sub-rounded, postero-ventral angle larger than postero-dorsal angle. Ventral margin convex. Anterior end obliquely rounded, greatest obliquity toward ventral side, gentle slope from dorsal margin. Surface ornamentation consists of subangular to rounded pits arranged in a reticulate pattern anteriorly, elsewhere tending to occur in rows separated by sharp, somewhat serrate ribs trending roughly from antero-ventral to postero-dorsal angle. Near postero-ventral angle three to five of the more prominent ribs bend upward and toward the postero-dorsal angle. In dorsal view pits appear to be arranged in reticulate pattern. In ventral view, species characterized by anterior convergence of about three distinct ribs. Ribs reflected in posterior outline as projections on general convexity of carapace. Hinge typical of genus. At least three radial pore canals posteriorly, at least seven anteriorly.		This species differs from L. claibornensis in having deeper pits, in sharper divides between pits, and in ventral detail. Well-preserved specimens are easily distinguished from L. claibornensis. Brady, Crosskey and Robertson (1874) figure a specimen of L. guttata Norman, which is likewise similar to L. lisbonensis but possesses a different shape, a different arrangement of reticulations, and also fewer reticulations.		0.38*0.20*0.24(Carapase)	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Murray, Jr_1938_Claiborne Eocene Species of the Ostracode Genus Loxoconcha.pdf	
742									Loxoconcha		Loxoconcha  claibornensis	Murray, 1938		Plate 68, figures 2, 19	Type locality, Lisbon formation, E. A. Smith's bed 14 (Smith, Johnson, Langden, 1894), Claiborne Bluff, Ala.; H. V. Howe, collector.	Carapace in side view ovate elongate, males distinctly longer than females. Dorsal margin straight, ventral margin straight to convex with sometimes a slight indentation near the transverse median line. Anterior end obliquely rounded, greatest obliquity ventral to longitudinal median line. Posterior end subangular to rounded, with blunt caudal spine. Slight indentation sometimes present just posterior to the longitudinal median line. Lens-shaped in dorsal view swelling just posterior to the middle. Carapace bulges ventrally so that greatest thickness is just posterior and ventral to middle of carapace. Surface ornamentation consists of rounded to subangular pits arranged, near edges of carapace, in rows more or less parallel to margins of carapace. Centrally there is a lack of arrangement in rows, and the pattern seems somewhat reticulate. A branching rib is usually present near center of carapace, the branches being open posteriorly. The interior of valves shows broad marginal areas, widest near postero-ventral angle. Ventral flange in each valve. Strong lip line present in right valve from posterior end to near antero-ventral angle. Anteriorly, radial pore canals 8 to 10 in number, posteriorly, 4 to 6 in number. Line of concrescence slightly indented at radial pore canals. Inner margin projects slightly. Hinge in right valve consists of an anterior horseshoe-shaped tooth, open dorsally, ventral to and partially enclosing a shallow socket. The tooth bulges anteriorly and posteriorly. A small oblong tooth is usually present dorsal to the socket. A small bar, more or less connected to the anterior tooth, extends backward to a posterior horseshoe-shaped tooth, open ventrally, dorsal to a shallow socket. The posterior tooth bulges slightly anteriorly, very much so posteriorly. A fine, slightly crenulate groove extends down the center of the bar.		This form exhibits numerous variations in structure and represents perhaps more than one species. Due to the difficulty involved in separating these forms, however, it is believed best to include them under a single species. It differs from L. woodwardensis Howe and Law (1936), from the Vicksburg of Louisiana, in outline, in the more elongate form, and in the presence of ridges and of rows of pits on ventral side of carapace. Similarly, it departs from L. perdecora Alexander (1934), from the Midway of Texas, in the presence of ribs and pits arranged in rows on the ventral portion of carapace.		"0.42*NA*0.23(M)(Carapase);
0.36*NA*0.24(F)(Carapase)"	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Murray, Jr_1938_Claiborne Eocene Species of the Ostracode Genus Loxoconcha.pdf	
743									Loxoconcha		Loxoconcha  unispinosa	Murray, 1938		Plate 68, figures 4, 14, 17	Type locality, Cook Mountain formation, a ditch leading to creek on south side of lower Dodson road, Winn Parish, La., NE 1 SW sec. 28, T. 13 N., R. 3 WV.; upper 2 feet of 12 foot bed; John Huner, collector.	Carapace elongate, inflated, fragile. Dorsal margin straight; ventral margin overlapped by inflated portion of carapace. Anterior end rounded, somewhat obliquely, bordered by a thin flange or rib. Posterior end subangular, with caudal spine. Postero-ventral angle greater than antero-ventral angle. Surface ornamentation consists of deep subangular pits arranged in reticulate pattern over most of carapace but tending toward arrangement in rows near ventral edge. Pits separated by thin flat-topped ridges. Seven to ten ridges extend to margin of carapace on anterior end and two to four to margin on posterior end. A single moderately long spine arises ventral and posterior to middle of carapace; it is flanged slightly on anterior and posterior sides, and the spine is inclined slightly toward posterior end. From the highest portion, just ventral to middle, the carapace slopes gradually to dorsal, anterior, and posterior margins and abruptly to ventral margin. Viewed interiorly, both valves possess broad marginal areas, flanged ventrally. Inner margin projects slightly. Right valve possesses prominent lip line extending from about posterior extremity along ventral marginal area to antero-ventral angle. Line of concrescence distinctly indented at radial pore canals. Radial pore canals 8 to 12 in number anteriorly, 5 to 9 in number posteriorly. Hinge consists, in right valve, of an anterior, horseshoe-shaped tooth bulging at the extremities, ventral to and partially enclosing a somewhat ovate socket. Extending from the socket backward to a posterior tooth is a fairly crenulate groove bordered dorsally and ventrally by small bars. The posterior tooth is horseshoe-shaped, open ventrally, and partially enclosing a small, roughly circular socket.		This is one of the most distinctive species of Loxoconcha observed in Claiborne materials. However, its fragility and relative rarity detract from its usefulness as a guide fossil.		0.40*NA*0.26(Carapase)	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Murray, Jr_1938_Claiborne Eocene Species of the Ostracode Genus Loxoconcha.pdf	
744									Loxoconcha		Loxoconcha  surreala	Murray, 1938		Plate 68, figures 5, 8	Type locality, Cook Mountain formation, in a ditch leading to creek on south side of lower Dodson road, Winn Parish, La., NE - SW - sec. 28, T. 13 N., R. 3 W.; upper 2 feet of 12 foot bed; John Huner, collector.	Outline of carapace in side view a semiparallelogram. Dorsal margin straight; ventral margin slightly convex, somewhat overlapped by surface rib. Anterior end obliquely rounded. Posterior end subangular, sloping gradually from ventral margin, abruptly from dorsal margin, to a blunt caudal spine. Slight indentation between postero-dorsal and posterior extremity of caudal spine. Surface ornamentation consists of a prominent ventral rib bifurcating three or more times, and of ribs and tubercles haphazardly arranged on remainder of carapace. An interior view shows a fairly broad marginal area, ventrally flanged, with slightly projecting inner margin. In right valve a prominent lip line extends from near posterior caudal spine along ventral marginal area to antero-ventral angle. Radial pore canals few in number. Hinge consists in left valve of almost straight anterior tooth swollen at the extremities and more or less connected to a small bar, which extends backward to a posterior rounded tooth partially surrounded by a somewhat tear-shaped socket. Ventral and posterior to the socket is a small rounded tooth.		This is the most distinctive species observed in Claiborne materials. Its fragility and rarity, however, detract from its usefulness as a guide fossil.		0.33*NA*0.20(LV)	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Murray, Jr_1938_Claiborne Eocene Species of the Ostracode Genus Loxoconcha.pdf	
745									Loxoconcha		Loxoconcha  edwarsi	Murray, 1938		Plate 68, figures 9, 16	Type locality, Cane River formation, Louisiana Oil and Refining Company's Tremont no. 2 well, Urania field, LaSalle Parish, La., sec. 30, T. 10 N., R. 2 E., depth, 1,473 feet.	Carapace subelliptical in lateral view; dorsal and ventral margins convex. Anterior end broadly rounded, slightly obIique. Posterior margin sloping abruptly from dorsal margin, curving gradually from ventral margin to caudal spine. Slight indentation between postero-dorsal angle and posterior extremity. Dorsal margin overlapped by surface ribs. Exterior ornamentation consists of 10 to 14 rounded ribs, converging in general toward anterior and posterior ends. Dorsally two to four ribs are diverted toward antero-ventral angle; some of the ribs bifurcate, others swell or possess tubercles. Troughs wider than ribs, rows of very small pits at bases of ribs. Interiorly, there is a broad marginal area, flanged ventrally. Line of concrescence distinctly indented at radial pore canals. Inner margin projects slightly. Pore canals about 8 to 10, anteriorly and posteriorly. Hinge consists in left valve of horseshoe-shaped socket open ventrally and partially encircling an elongate tooth. Dorsal to the socket there is a flange, which runs backward as a finely crenulate bar to two posterior teeth connected by a short bar so as to form a somewhat horseshoe-shaped tooth, open ventrally. Ventral to and partially encircled by these teeth is a small somewhat circular socket.		This species can be distinguished from L. chamfera by its fewer ribs, two rows of pits between ribs rather than one row, ventral and dorsal outlines, and divergence of ribs toward antero-ventral angle. It differs from L. chamfera var. diverta in doisal and ventral marginal outlines, and in the absence of large, subangular pits between ribs. A noticeable but not confusing similarity to L. cretacea and L. corrugata is observable. L. cretacea, L. corrugata, L. chamfera, L. chamfera var. diverta, and L. edwardsi seem to be closely related species, probably derived from a common ancestor. Close study, however, indicates division into separate species which should be useful in correlation and zonation. Loxoconcha edwardsi is named in honor of Mr. and Mrs. R. A. Edwards, University of North Carolina.		0.44*NA*0.28(LV)	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Murray, Jr_1938_Claiborne Eocene Species of the Ostracode Genus Loxoconcha.pdf	
746									Loxoconcha		Loxoconcha  mcbeanensis	Murray, 1938		Plate 68, figures 7, 10	Type locality, McBean formation, about one-half mile south of McBean Station, Ga., on south bank of McBean Creek, one-half mile upstream from bridge; H. V. Howe, collector.	"Carapace fairly heavy, in side view very elongate, semi-quadrate. In dorsal view, flattened lens-shaped, each valve slightly concave centrally. Carapace thickest posterior to middle. Dorsal and ventral portions roughly parallel, each concave near transverse median line. Anterior end rounded with a slight indentation just ventral to antero-dorsal angle. Posterior end semirounded, indented just ventral to postero-dorsal angle. Short and blunt caudal spine present on posterior end. Surface ornamentation consists of rounded to angular pits tending toward arrangement in rows roughly parallel to dorsal and ventral margins, separated by irregular ridges. One or more somewhat serrate ridges especially prominent on ventral side. Entire carapace, viewed ventrally, is characterized by convergence of most prominent ridge on either valve with marginal ventral rim. Anterior portion of ventral marginal rim much broader than posterior portion. Depressed area just posterior to point of convergence of most prominent ridge and ventral marginal ridge. Hinge typical of genus.
Species characterized by greatly elongated form, by parallelism of rows of pits and of ridges, and by the ornamentary detail of the ventral portion of the carapace."		Species somewhat similar to L. fletcheri lsraelsky (1929, 1935, Alexander 1936), from the Cretaceous of Texas and Arkansas. Ventral ornamentation and more ventral position of most prominent rib distinguish L. mcbeanensis from this form, however.		0.50*0.25*0.23(Carapase)	the Gulf coastal region, USA				Claiborne			Eocene	MIddle	Upper Middle						Murray, Jr_1938_Claiborne Eocene Species of the Ostracode Genus Loxoconcha.pdf	
